
Date: 8/14/2018 4:17:46 PM
Name: 
Description: 
Module Type: SM125
Mux Level: No Switch
HW Acquisition Rate: 1 Hz
Wavelength Tracking: 400 pm / acquistion
Normalized: True

IP Address: 10.2.117.165
      Port: 50000

IDN: sm125 0.8
Image ID: 0.0
S/N: SIA38D

CH 1 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Threshold: -50.00 dB
	Rel. Thresh.: -8.00 dB
	Width Level: 3.00 dB
	Width: 0.10 nm
	Detect Valley: False

CH 2 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Threshold: -50.00 dB
	Rel. Thresh.: -8.00 dB
	Width Level: 3.00 dB
	Width: 0.10 nm
	Detect Valley: False

CH 3 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Threshold: -50.00 dB
	Rel. Thresh.: -8.00 dB
	Width Level: 3.00 dB
	Width: 0.10 nm
	Detect Valley: False

CH 4 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Threshold: -50.00 dB
	Rel. Thresh.: -8.00 dB
	Width Level: 3.00 dB
	Width: 0.10 nm
	Detect Valley: False

Wavelength Start (nm): 1510.0000
Wavelength Delta (nm): 0.0050

Wvl (nm)	 CH 1 	 CH 2 	 CH 3 	 CH 4 
1566.4050	-59.6400	-50.8100	-56.6700	-49.0300
1566.4100	-59.5900	-50.5600	-56.4000	-49.0800
1566.4150	-59.6500	-50.6800	-56.5100	-48.9700
1566.4200	-59.6600	-50.6700	-56.5100	-48.9900
1566.4250	-59.6700	-50.7100	-56.5200	-48.9800
1566.4300	-59.6600	-50.7900	-56.6000	-48.9800
1566.4350	-59.6000	-50.8200	-56.6800	-49.0000
1566.4400	-59.5300	-50.7300	-56.5800	-48.9800
1566.4450	-59.5300	-50.7000	-56.4800	-48.8900
1566.4500	-59.5400	-50.6900	-56.4900	-48.8800
1566.4550	-59.5000	-50.7000	-56.4400	-48.8600
1566.4600	-59.5400	-50.6900	-56.4500	-48.8600
1566.4650	-59.6000	-50.7400	-56.5100	-48.8500
1566.4700	-59.6500	-50.8400	-56.5100	-48.7800
1566.4750	-59.6600	-50.6800	-56.5000	-49.0600
1566.4800	-59.5400	-50.5900	-56.3800	-49.0000
1566.4850	-59.5400	-50.6300	-56.4700	-49.0300
1566.4900	-59.7100	-50.7700	-56.6200	-49.0400
1566.4950	-59.8200	-50.8800	-56.6800	-49.0000
1566.5000	-59.8000	-50.8700	-56.5800	-49.1600
1566.5050	-59.7900	-50.8400	-56.5900	-49.0600
1566.5100	-59.8600	-50.8300	-56.4500	-49.0700
1566.5150	-59.7900	-50.7900	-56.4900	-49.1100
1566.5200	-59.7500	-50.7000	-56.4200	-49.0400
1566.5250	-59.7200	-50.7000	-56.3400	-48.9100
1566.5300	-59.6500	-50.8700	-56.6000	-49.1600
1566.5350	-59.5600	-50.9100	-56.6600	-49.2300
1566.5400	-59.4800	-50.7900	-56.5800	-49.2000
1566.5450	-59.4100	-50.6800	-56.4700	-49.1400
1566.5500	-59.4100	-50.6500	-56.4300	-49.0800
1566.5550	-59.4800	-50.7600	-56.4900	-49.0200
1566.5600	-59.5500	-50.9000	-56.5500	-48.9600
1566.5650	-59.4800	-50.6500	-56.3500	-49.0000
1566.5700	-59.5100	-50.7700	-56.4200	-48.9600
1566.5750	-59.5100	-50.8100	-56.4900	-49.0300
1566.5800	-59.5300	-50.7800	-56.5100	-49.0600
1566.5850	-59.5800	-50.7600	-56.4700	-48.9700
1566.5900	-59.6300	-50.7900	-56.4600	-48.9200
1566.5950	-59.6700	-50.7700	-56.4200	-48.8600
1566.6000	-59.7000	-50.7800	-56.3300	-48.8900
1566.6050	-59.6900	-50.6600	-56.2700	-48.8400
1566.6100	-59.6700	-50.6800	-56.2900	-48.7700
1566.6150	-59.6300	-50.7200	-56.3300	-48.7800
1566.6200	-59.5400	-50.6600	-56.2700	-48.8900
1566.6250	-59.4000	-50.6300	-56.1700	-49.0000
1566.6300	-59.4100	-50.5600	-56.1500	-48.9200
1566.6350	-59.5100	-50.7100	-56.3200	-48.8900
1566.6400	-59.4900	-50.7500	-56.3800	-48.9500
1566.6450	-59.4500	-50.7600	-56.4000	-49.0300
1566.6500	-59.4800	-50.8600	-56.5800	-49.0400
1566.6550	-59.5500	-50.8300	-56.4700	-49.0800
1566.6600	-59.4900	-50.8000	-56.5400	-49.0300
1566.6650	-59.5100	-50.7200	-56.4500	-49.0200
1566.6700	-59.6300	-50.6800	-56.3500	-48.9800
1566.6750	-59.7300	-50.7600	-56.3800	-48.9500
1566.6800	-59.8100	-50.8500	-56.5400	-49.1000
1566.6850	-59.9200	-50.6800	-56.3300	-48.9600
1566.6900	-59.8300	-50.7700	-56.4100	-48.9300
1566.6950	-59.7700	-50.7200	-56.4200	-49.0500
1566.7000	-59.7800	-50.7400	-56.3900	-49.0400
1566.7050	-59.8200	-50.8000	-56.3900	-48.8700
1566.7100	-59.7900	-50.8000	-56.4200	-48.8900
1566.7150	-59.6000	-50.8100	-56.5900	-48.9700
1566.7200	-59.6000	-50.6800	-56.4800	-48.9100
1566.7250	-59.5400	-50.6600	-56.4600	-48.8700
1566.7300	-59.5600	-50.7300	-56.4800	-48.8800
1566.7350	-59.4700	-50.7800	-56.5400	-48.9500
1566.7400	-59.3200	-50.7700	-56.5900	-49.0600
1566.7450	-59.3800	-50.8800	-56.5400	-48.9900
1566.7500	-59.4600	-50.8900	-56.5800	-48.9800
1566.7550	-59.4000	-50.6400	-56.4100	-48.9700
1566.7600	-59.4900	-50.6500	-56.4100	-48.9400
1566.7650	-59.5900	-50.7700	-56.5300	-48.9400
1566.7700	-59.6500	-50.8200	-56.5100	-49.0200
1566.7750	-59.7700	-50.8600	-56.5500	-48.9100
1566.7800	-59.7500	-50.7500	-56.3500	-48.8800
1566.7850	-59.6500	-50.5800	-56.2900	-48.9800
1566.7900	-59.7000	-50.5900	-56.3500	-49.0000
1566.7950	-59.8000	-50.7400	-56.4600	-48.9300
1566.8000	-59.8200	-50.8600	-56.5200	-48.9900
1566.8050	-59.7200	-50.6900	-56.5100	-48.9700
1566.8100	-59.7000	-50.7600	-56.4800	-48.9700
1566.8150	-59.5900	-50.7900	-56.5000	-48.9700
1566.8200	-59.6200	-50.8400	-56.4900	-48.9600
1566.8250	-59.6400	-50.8300	-56.4400	-48.9500
1566.8300	-59.5700	-50.7100	-56.3800	-48.9500
1566.8350	-59.5100	-50.6400	-56.2400	-48.9100
1566.8400	-59.5300	-50.7000	-56.4800	-49.1100
1566.8450	-59.6300	-50.8100	-56.5000	-49.0600
1566.8500	-59.6500	-50.8400	-56.5600	-49.0300
1566.8550	-59.6600	-50.8100	-56.5600	-49.0700
1566.8600	-59.6800	-50.7700	-56.3500	-48.8700
1566.8650	-59.6600	-50.6300	-56.4100	-48.9700
1566.8700	-59.6700	-50.7500	-56.5100	-48.9900
1566.8750	-59.7200	-50.7600	-56.5100	-49.0200
1566.8800	-59.7300	-50.7400	-56.4900	-48.9800
1566.8850	-59.7000	-50.7200	-56.4800	-48.8900
1566.8900	-59.6600	-50.6900	-56.4900	-48.8900
1566.8950	-59.6600	-50.7500	-56.4800	-48.8500
1566.9000	-59.7700	-50.7900	-56.5900	-48.8200
1566.9050	-59.6600	-50.7700	-56.5400	-48.7700
1566.9100	-59.5300	-50.7200	-56.4500	-48.8700
1566.9150	-59.4100	-50.6800	-56.4200	-49.0300
1566.9200	-59.3700	-50.7000	-56.4300	-48.9300
1566.9250	-59.4500	-50.8100	-56.4500	-48.9400
1566.9300	-59.4500	-50.7700	-56.4700	-48.8900
1566.9350	-59.3200	-50.6900	-56.3700	-48.9700
1566.9400	-59.4600	-50.7300	-56.3300	-48.9800
1566.9450	-59.5700	-50.8200	-56.4300	-48.9300
1566.9500	-59.5900	-50.8300	-56.6200	-49.0400
1566.9550	-59.6800	-50.6800	-56.3700	-48.9300
1566.9600	-59.6900	-50.8700	-56.5700	-48.9800
1566.9650	-59.7200	-50.7600	-56.4300	-49.0200
1566.9700	-59.7300	-50.7200	-56.3600	-49.0000
1566.9750	-59.6900	-50.6500	-56.3500	-48.9600
1566.9800	-59.6700	-50.5800	-56.3200	-49.0300
1566.9850	-59.7900	-50.8700	-56.6800	-48.9400
1566.9900	-59.6900	-50.8300	-56.6400	-48.9500
1566.9950	-59.6300	-50.7600	-56.5800	-48.9900
1567.0000	-59.5700	-50.7300	-56.4800	-48.9500
1567.0050	-59.4800	-50.6800	-56.4100	-48.8400
1567.0100	-59.4400	-50.6500	-56.4300	-48.8200
1567.0150	-59.5400	-50.7800	-56.4700	-48.8500
1567.0200	-59.5100	-50.7000	-56.5400	-48.8300
1567.0250	-59.4000	-50.6800	-56.4400	-48.8300
1567.0300	-59.4000	-50.6700	-56.3900	-48.9000
1567.0350	-59.4600	-50.6900	-56.4000	-48.9800
1567.0400	-59.5500	-50.7100	-56.4500	-48.8800
1567.0450	-59.6300	-50.7100	-56.6400	-48.9500
1567.0500	-59.6300	-50.7500	-56.5300	-48.8400
1567.0550	-59.6600	-50.7200	-56.5400	-48.9300
1567.0600	-59.6800	-50.7800	-56.6100	-49.0200
1567.0650	-59.7100	-50.8100	-56.5900	-48.9900
1567.0700	-59.7700	-50.7700	-56.4800	-48.9200
1567.0750	-59.7900	-50.8000	-56.6000	-48.9000
1567.0800	-59.5700	-50.6600	-56.4900	-48.9900
1567.0850	-59.5900	-50.7100	-56.5400	-49.0100
1567.0900	-59.6700	-50.8800	-56.6700	-48.9700
1567.0950	-59.5600	-50.8900	-56.6900	-48.9600
1567.1000	-59.3700	-50.7400	-56.5700	-49.0800
1567.1050	-59.3700	-50.8300	-56.7300	-49.0700
1567.1100	-59.4500	-50.8900	-56.7400	-48.9900
1567.1150	-59.1900	-50.5700	-56.4500	-49.0900
1567.1200	-59.2500	-50.5600	-56.4300	-49.0500
1567.1250	-59.4000	-50.7800	-56.6100	-48.8900
1567.1300	-59.5100	-50.9100	-56.6700	-48.9000
1567.1350	-59.5600	-50.7000	-56.4300	-48.8200
1567.1400	-59.5100	-50.5500	-56.4000	-48.9400
1567.1450	-59.6700	-50.7600	-56.4700	-48.8300
1567.1500	-59.6300	-50.6300	-56.4000	-48.8700
1567.1550	-59.5900	-50.5400	-56.4100	-48.9800
1567.1600	-59.6400	-50.6600	-56.6300	-48.7900
1567.1650	-59.6900	-50.6700	-56.5500	-48.8100
1567.1700	-59.6400	-50.7800	-56.5500	-48.9000
1567.1750	-59.6500	-50.6700	-56.4900	-48.8700
1567.1800	-59.5700	-50.6300	-56.5000	-48.8300
1567.1850	-59.5300	-50.6600	-56.5600	-48.8200
1567.1900	-59.5500	-50.7300	-56.6000	-48.7700
1567.1950	-59.5400	-50.8400	-56.6000	-48.8700
1567.2000	-59.4300	-50.7400	-56.4800	-48.8800
1567.2050	-59.4300	-50.8000	-56.5100	-48.8900
1567.2100	-59.4700	-50.7200	-56.4800	-48.8900
1567.2150	-59.4400	-50.6200	-56.4800	-48.9500
1567.2200	-59.4500	-50.6300	-56.5600	-49.0600
1567.2250	-59.5800	-50.7100	-56.6000	-48.9500
1567.2300	-59.5900	-50.7000	-56.5700	-48.9000
1567.2350	-59.6300	-50.6600	-56.4900	-48.8600
1567.2400	-59.5900	-50.5900	-56.4700	-48.9600
1567.2450	-59.6200	-50.6000	-56.4400	-49.0400
1567.2500	-59.6900	-50.6400	-56.4100	-48.9300
1567.2550	-59.7200	-50.6300	-56.6000	-48.9500
1567.2600	-59.6300	-50.5700	-56.5000	-48.9400
1567.2650	-59.6500	-50.6600	-56.5300	-48.9100
1567.2700	-59.6000	-50.7300	-56.5900	-48.9000
1567.2750	-59.4800	-50.6600	-56.5300	-48.9200
1567.2800	-59.3800	-50.5800	-56.4200	-48.9500
1567.2850	-59.3700	-50.6900	-56.5500	-48.8900
1567.2900	-59.4200	-50.6600	-56.4600	-48.7800
1567.2950	-59.2400	-50.5400	-56.4900	-48.8200
1567.3000	-59.2700	-50.5900	-56.5400	-48.8400
1567.3050	-59.2500	-50.6200	-56.6200	-48.8500
1567.3100	-59.2600	-50.6500	-56.6700	-48.8700
1567.3150	-59.3900	-50.7400	-56.5900	-48.8800
1567.3200	-59.5100	-50.7200	-56.4800	-48.8400
1567.3250	-59.4100	-50.6400	-56.4500	-48.9500
1567.3300	-59.5000	-50.5300	-56.3600	-49.0000
1567.3350	-59.6400	-50.6200	-56.4200	-48.9200
1567.3400	-59.7100	-50.6800	-56.5300	-48.8200
1567.3450	-59.6800	-50.5400	-56.3600	-48.9800
1567.3500	-59.6700	-50.7700	-56.5300	-48.8900
1567.3550	-59.6800	-50.5500	-56.3600	-49.0100
1567.3600	-59.6900	-50.6300	-56.4700	-48.8800
1567.3650	-59.6100	-50.6400	-56.5500	-48.8900
1567.3700	-59.5600	-50.6200	-56.4900	-49.1500
1567.3750	-59.5900	-50.6900	-56.4400	-48.9400
1567.3800	-59.6100	-50.7400	-56.4500	-48.9000
1567.3850	-59.4200	-50.6600	-56.5900	-48.8800
1567.3900	-59.3800	-50.7000	-56.5700	-48.9300
1567.3950	-59.3600	-50.7000	-56.6000	-48.9800
1567.4000	-59.3600	-50.6600	-56.6400	-48.9800
1567.4050	-59.3900	-50.6600	-56.5700	-48.9200
1567.4100	-59.5200	-50.7200	-56.6800	-48.8500
1567.4150	-59.5700	-50.7100	-56.5700	-48.8400
1567.4200	-59.5900	-50.7200	-56.5300	-48.8200
1567.4250	-59.5600	-50.7800	-56.5900	-48.8700
1567.4300	-59.6100	-50.8300	-56.6300	-48.9700
1567.4350	-59.6900	-50.8000	-56.5900	-48.9500
1567.4400	-59.6300	-50.7400	-56.5700	-48.8400
1567.4450	-59.6000	-50.6200	-56.5000	-48.9300
1567.4500	-59.6600	-50.7700	-56.5300	-48.7900
1567.4550	-59.6100	-50.8000	-56.4900	-48.7600
1567.4600	-59.4400	-50.6500	-56.3700	-48.9000
1567.4650	-59.2800	-50.5000	-56.3200	-48.8700
1567.4700	-59.2700	-50.6100	-56.4000	-48.9400
1567.4750	-59.2000	-50.5300	-56.4200	-48.9100
1567.4800	-59.1700	-50.5300	-56.3800	-48.9200
1567.4850	-59.1200	-50.4800	-56.4100	-48.9800
1567.4900	-59.2200	-50.5100	-56.4200	-48.9600
1567.4950	-59.4000	-50.6100	-56.3300	-48.7500
1567.5000	-59.4500	-50.5400	-56.4200	-48.8900
1567.5050	-59.4700	-50.7000	-56.4600	-48.8500
1567.5100	-59.5700	-50.6100	-56.3500	-48.8800
1567.5150	-59.5300	-50.5300	-56.2300	-48.9000
1567.5200	-59.5600	-50.5400	-56.2900	-48.9300
1567.5250	-59.6300	-50.5900	-56.4600	-48.9500
1567.5300	-59.6400	-50.5000	-56.2400	-48.7200
1567.5350	-59.7400	-50.6800	-56.4800	-48.9400
1567.5400	-59.7000	-50.6300	-56.4500	-48.8400
1567.5450	-59.6900	-50.6900	-56.4200	-48.8300
1567.5500	-59.7200	-50.7400	-56.4600	-48.8900
1567.5550	-59.6700	-50.7100	-56.4600	-48.7700
1567.5600	-59.4900	-50.6400	-56.3200	-48.9400
1567.5650	-59.5000	-50.6200	-56.4200	-48.9200
1567.5700	-59.4200	-50.6600	-56.4000	-48.9000
1567.5750	-59.3900	-50.6800	-56.5300	-48.9600
1567.5800	-59.3500	-50.6600	-56.5600	-49.0100
1567.5850	-59.3500	-50.6300	-56.4400	-48.9500
1567.5900	-59.3900	-50.6300	-56.5400	-49.0600
1567.5950	-59.3800	-50.5800	-56.4300	-48.9000
1567.6000	-59.3900	-50.5600	-56.3900	-48.9500
1567.6050	-59.4600	-50.6400	-56.4800	-48.9400
1567.6100	-59.5100	-50.6600	-56.5000	-48.9000
1567.6150	-59.5300	-50.6300	-56.4400	-48.9800
1567.6200	-59.5200	-50.6500	-56.6300	-49.0300
1567.6250	-59.4600	-50.5600	-56.4300	-49.0500
1567.6300	-59.5300	-50.5800	-56.4300	-48.9500
1567.6350	-59.5500	-50.5700	-56.3600	-48.8400
1567.6400	-59.4700	-50.5200	-56.3500	-48.8400
1567.6450	-59.4200	-50.5400	-56.4600	-48.9000
1567.6500	-59.4600	-50.7100	-56.5300	-48.7300
1567.6550	-59.3600	-50.5800	-56.5600	-48.8100
1567.6600	-59.2500	-50.5000	-56.3100	-48.8100
1567.6650	-59.2400	-50.4600	-56.2300	-48.8000
1567.6700	-59.2900	-50.5700	-56.3200	-48.8000
1567.6750	-59.3600	-50.6600	-56.4200	-48.8000
1567.6800	-59.4100	-50.5700	-56.3700	-48.8500
1567.6850	-59.4100	-50.6900	-56.5000	-48.8200
1567.6900	-59.4900	-50.7400	-56.4800	-48.8800
1567.6950	-59.3700	-50.5700	-56.3200	-48.9400
1567.7000	-59.4600	-50.5300	-56.2900	-48.9200
1567.7050	-59.6300	-50.5900	-56.4100	-48.8700
1567.7100	-59.7000	-50.6100	-56.4400	-48.9100
1567.7150	-59.6900	-50.6800	-56.5100	-48.9000
1567.7200	-59.7300	-50.7700	-56.6200	-48.9700
1567.7250	-59.6200	-50.5900	-56.4700	-49.0100
1567.7300	-59.5400	-50.5700	-56.4200	-49.0100
1567.7350	-59.5500	-50.6600	-56.5600	-49.0200
1567.7400	-59.6100	-50.6700	-56.6100	-49.0000
1567.7450	-59.5700	-50.5600	-56.4900	-48.9800
1567.7500	-59.4900	-50.7200	-56.5400	-48.9300
1567.7550	-59.3900	-50.6600	-56.6200	-49.0400
1567.7600	-59.3100	-50.5600	-56.5000	-49.0100
1567.7650	-59.2400	-50.4900	-56.3100	-48.8800
1567.7700	-59.2200	-50.4900	-56.3200	-49.1000
1567.7750	-59.2800	-50.5600	-56.4700	-48.8700
1567.7800	-59.3000	-50.4800	-56.3300	-48.8400
1567.7850	-59.3200	-50.4800	-56.3500	-48.8600
1567.7900	-59.4400	-50.6200	-56.4000	-48.8300
1567.7950	-59.5500	-50.7800	-56.5100	-48.8100
1567.8000	-59.5700	-50.8200	-56.7100	-48.8800
1567.8050	-59.5500	-50.7600	-56.5500	-48.8100
1567.8100	-59.5100	-50.6400	-56.4600	-48.8500
1567.8150	-59.5900	-50.6200	-56.3900	-48.8400
1567.8200	-59.5500	-50.6100	-56.4300	-48.8500
1567.8250	-59.5100	-50.6800	-56.5400	-48.9000
1567.8300	-59.5100	-50.7900	-56.6200	-48.9300
1567.8350	-59.4200	-50.6500	-56.4800	-49.0200
1567.8400	-59.2300	-50.4400	-56.3200	-48.9400
1567.8450	-59.3300	-50.6000	-56.4300	-48.9900
1567.8500	-59.3900	-50.6700	-56.5000	-48.9700
1567.8550	-59.4100	-50.7000	-56.4700	-48.9100
1567.8600	-59.3700	-50.7600	-56.4500	-48.9600
1567.8650	-59.2800	-50.7100	-56.5800	-49.0000
1567.8700	-59.3300	-50.7000	-56.5300	-48.9300
1567.8750	-59.4500	-50.6600	-56.4600	-49.0100
1567.8800	-59.5600	-50.6400	-56.4700	-49.0100
1567.8850	-59.6000	-50.6300	-56.5200	-48.9300
1567.8900	-59.6300	-50.6400	-56.5200	-48.9600
1567.8950	-59.7100	-50.7300	-56.4700	-48.9000
1567.9000	-59.7100	-50.5800	-56.3300	-48.8200
1567.9050	-59.6600	-50.6500	-56.4300	-48.8700
1567.9100	-59.6300	-50.6300	-56.4100	-48.8800
1567.9150	-59.5400	-50.5600	-56.3400	-48.8500
1567.9200	-59.4900	-50.5800	-56.3800	-48.8400
1567.9250	-59.5500	-50.7600	-56.4700	-48.8000
1567.9300	-59.3400	-50.4900	-56.3100	-48.8700
1567.9350	-59.3800	-50.6700	-56.3900	-48.8300
1567.9400	-59.3700	-50.7500	-56.4800	-48.8500
1567.9450	-59.3500	-50.7500	-56.5100	-48.9100
1567.9500	-59.3200	-50.7200	-56.4800	-48.8800
1567.9550	-59.3000	-50.6300	-56.3900	-48.8200
1567.9600	-59.3200	-50.5700	-56.3900	-48.9200
1567.9650	-59.3200	-50.6200	-56.5900	-49.0100
1567.9700	-59.3600	-50.6900	-56.6500	-49.0000
1567.9750	-59.4900	-50.7700	-56.6200	-48.9400
1567.9800	-59.5500	-50.7900	-56.5400	-48.9300
1567.9850	-59.4500	-50.6500	-56.3500	-48.9300
1567.9900	-59.4700	-50.7000	-56.5200	-49.1000
1567.9950	-59.5100	-50.7200	-56.4900	-48.9900
1568.0000	-59.4400	-50.5800	-56.3700	-49.0200
1568.0050	-59.3700	-50.5100	-56.3500	-49.1600
1568.0100	-59.4200	-50.5900	-56.4600	-49.1400
1568.0150	-59.5600	-50.7000	-56.4400	-48.9100
1568.0200	-59.4900	-50.7600	-56.5800	-48.9100
1568.0250	-59.4200	-50.6700	-56.4300	-48.9300
1568.0300	-59.3400	-50.6500	-56.4100	-48.9200
1568.0350	-59.3400	-50.6600	-56.4000	-48.8400
1568.0400	-59.3100	-50.6500	-56.3600	-48.7700
1568.0450	-59.2600	-50.6100	-56.4900	-48.9100
1568.0500	-59.4700	-50.8200	-56.5600	-48.7100
1568.0550	-59.5300	-50.9200	-56.6800	-48.7100
1568.0600	-59.5000	-50.8600	-56.5800	-48.7500
1568.0650	-59.5200	-50.7800	-56.4300	-48.7500
1568.0700	-59.5200	-50.7200	-56.4000	-48.7000
1568.0750	-59.4700	-50.6700	-56.4600	-48.7400
1568.0800	-59.5500	-50.5900	-56.3400	-48.7600
1568.0850	-59.5600	-50.6000	-56.4100	-48.7700
1568.0900	-59.5800	-50.7500	-56.5100	-48.8800
1568.0950	-59.5900	-50.8400	-56.5400	-48.9600
1568.1000	-59.5600	-50.7800	-56.4300	-48.9100
1568.1050	-59.5000	-50.6000	-56.2100	-48.9700
1568.1100	-59.4600	-50.5700	-56.4000	-49.0000
1568.1150	-59.3500	-50.5600	-56.3500	-49.0200
1568.1200	-59.3400	-50.6400	-56.4400	-49.0000
1568.1250	-59.2600	-50.6900	-56.4800	-48.9900
1568.1300	-59.1800	-50.6600	-56.4100	-49.0600
1568.1350	-59.1400	-50.6000	-56.3800	-49.2400
1568.1400	-59.1600	-50.5800	-56.4400	-49.1000
1568.1450	-59.2300	-50.7000	-56.6100	-49.0800
1568.1500	-59.3200	-50.7700	-56.6200	-49.0500
1568.1550	-59.3700	-50.7000	-56.4500	-48.9800
1568.1600	-59.3800	-50.6600	-56.3300	-48.9000
1568.1650	-59.3800	-50.7900	-56.5300	-48.9900
1568.1700	-59.4800	-50.7300	-56.3700	-48.9600
1568.1750	-59.5700	-50.7000	-56.4100	-48.8500
1568.1800	-59.5800	-50.7300	-56.4700	-48.8700
1568.1850	-59.5800	-50.7100	-56.5200	-48.9100
1568.1900	-59.6100	-50.7400	-56.5400	-48.8800
1568.1950	-59.6600	-50.8600	-56.5300	-48.8700
1568.2000	-59.6000	-50.7800	-56.4400	-48.9300
1568.2050	-59.5600	-50.7000	-56.4400	-48.9300
1568.2100	-59.5700	-50.7600	-56.5100	-48.9000
1568.2150	-59.5200	-50.7900	-56.5500	-48.8700
1568.2200	-59.4100	-50.7000	-56.5000	-48.9000
1568.2250	-59.3400	-50.6100	-56.4000	-48.9800
1568.2300	-59.3700	-50.8200	-56.5800	-48.8200
1568.2350	-59.3100	-50.7000	-56.4200	-49.0500
1568.2400	-59.3300	-50.6900	-56.4000	-49.0600
1568.2450	-59.3600	-50.6700	-56.4500	-49.0100
1568.2500	-59.3800	-50.6200	-56.4400	-49.0400
1568.2550	-59.4300	-50.5800	-56.3800	-48.9100
1568.2600	-59.5800	-50.7100	-56.5600	-48.9900
1568.2650	-59.4700	-50.6700	-56.5600	-48.9600
1568.2700	-59.5300	-50.7500	-56.4400	-48.9900
1568.2750	-59.5300	-50.7000	-56.3500	-49.0000
1568.2800	-59.5500	-50.6300	-56.3700	-48.9700
1568.2850	-59.6100	-50.7100	-56.4600	-49.0300
1568.2900	-59.6000	-50.8700	-56.7400	-49.1000
1568.2950	-59.5700	-50.7700	-56.5700	-49.0400
1568.3000	-59.4800	-50.6600	-56.4100	-48.9900
1568.3050	-59.4100	-50.7500	-56.4700	-49.0100
1568.3100	-59.3900	-50.8500	-56.5900	-49.0400
1568.3150	-59.4000	-50.8200	-56.4900	-48.9600
1568.3200	-59.3600	-50.7900	-56.4700	-48.8900
1568.3250	-59.2800	-50.6600	-56.3400	-48.9000
1568.3300	-59.2100	-50.7000	-56.4300	-48.9600
1568.3350	-59.2400	-50.7000	-56.4800	-49.0200
1568.3400	-59.3000	-50.6600	-56.4200	-49.0100
1568.3450	-59.3600	-50.6600	-56.3400	-48.9400
1568.3500	-59.4700	-50.7000	-56.3400	-48.9200
1568.3550	-59.4700	-50.6700	-56.3900	-48.9700
1568.3600	-59.5100	-50.7100	-56.4300	-48.9800
1568.3650	-59.5800	-50.7400	-56.4700	-48.9700
1568.3700	-59.6500	-50.7300	-56.4600	-48.9500
1568.3750	-59.6600	-50.7000	-56.3800	-48.9000
1568.3800	-59.6200	-50.6900	-56.4500	-49.1100
1568.3850	-59.6600	-50.7800	-56.4500	-49.0600
1568.3900	-59.5700	-50.6900	-56.3900	-49.1100
1568.3950	-59.5800	-50.7200	-56.4600	-49.1100
1568.4000	-59.6300	-50.7700	-56.5500	-49.0000
1568.4050	-59.6200	-50.7500	-56.5200	-48.9700
1568.4100	-59.5000	-50.7600	-56.5600	-49.0100
1568.4150	-59.4900	-50.7300	-56.5300	-48.9700
1568.4200	-59.4700	-50.8400	-56.6000	-49.0800
1568.4250	-59.5300	-50.9000	-56.5600	-49.0400
1568.4300	-59.6000	-50.8300	-56.4800	-48.9100
1568.4350	-59.6400	-50.7600	-56.5500	-49.0400
1568.4400	-59.6700	-51.0200	-56.8400	-49.1900
1568.4450	-59.4700	-50.6400	-56.5400	-49.1300
1568.4500	-59.6400	-50.8000	-56.5400	-49.0500
1568.4550	-59.7500	-50.8500	-56.5700	-49.0100
1568.4600	-59.7300	-50.8400	-56.5800	-49.0200
1568.4650	-59.6700	-50.8400	-56.6000	-49.0100
1568.4700	-59.6800	-50.7600	-56.4800	-49.1500
1568.4750	-59.6300	-50.8300	-56.6300	-49.0900
1568.4800	-59.6000	-50.7400	-56.5900	-49.0700
1568.4850	-59.5000	-50.7700	-56.6000	-49.0700
1568.4900	-59.4800	-50.7700	-56.5700	-49.0800
1568.4950	-59.5000	-50.7700	-56.4600	-49.0900
1568.5000	-59.4300	-50.9900	-56.6100	-48.9000
1568.5050	-59.4600	-50.8200	-56.4200	-48.9400
1568.5100	-59.4100	-50.7200	-56.3700	-48.8200
1568.5150	-59.3600	-50.7200	-56.4700	-48.8900
1568.5200	-59.3700	-50.7700	-56.5700	-49.0800
1568.5250	-59.5000	-50.8700	-56.6100	-48.9500
1568.5300	-59.6800	-51.0500	-56.7600	-48.9700
1568.5350	-59.6000	-50.7600	-56.4600	-49.0300
1568.5400	-59.7300	-50.9100	-56.5800	-48.9200
1568.5450	-59.8000	-50.8800	-56.6000	-48.9500
1568.5500	-59.8300	-50.8100	-56.5500	-49.0600
1568.5550	-59.8000	-50.7700	-56.5700	-48.9800
1568.5600	-59.7200	-50.6400	-56.4400	-49.1900
1568.5650	-59.7800	-50.7500	-56.5700	-49.0900
1568.5700	-59.8100	-50.8300	-56.6000	-49.1700
1568.5750	-59.7300	-50.8000	-56.6200	-49.2700
1568.5800	-59.6700	-50.7800	-56.5900	-49.2400
1568.5850	-59.6400	-50.8200	-56.5400	-49.1300
1568.5900	-59.6300	-50.8700	-56.5800	-49.2500
1568.5950	-59.7300	-50.9400	-56.6300	-49.0600
1568.6000	-59.6400	-50.8500	-56.6400	-49.0300
1568.6050	-59.6100	-50.7900	-56.6200	-49.0400
1568.6100	-59.5500	-50.8100	-56.6100	-49.0700
1568.6150	-59.5200	-50.8400	-56.5800	-49.1200
1568.6200	-59.5500	-50.8100	-56.4300	-49.1200
